soldierId,bestSoldierPerc
47851,0.89061487
47852,0.8002273
47853,0.039818197
47854,0.3025327
47855,0.7395228
47856,0.31448957
47857,0.8002273
47858,0.03257656
47859,0.67670846
47860,0.082262665
47861,0.79810035
47862,0.95325935
47863,0.31158304
47864,0.04560104
47865,0.9288919
47866,0.46260497
47867,0.55489206
47868,0.2075223
47869,0.76417375
47870,0.22319037
47871,0.32333308
47872,0.28560668
47873,0.89652896
47874,0.8002273
47875,0.79248047
47876,0.2661958
47877,0.12929815
47878,0.13290259
47879,0.15270016
47880,0.15345174
47881,0.3807746
47882,0.2787912
47883,0.21688673
115925,0.4120017
115926,0.51055914
115927,0.19550988
115928,0.032408625
115929,0.021551818
115930,0.058442324
115931,0.28751424
115932,0.2264854
115933,0.37152487
115934,0.0066767633
115935,0.071234375
115936,0.18860829
115937,0.19824839
115938,0.31546453
115939,0.23498178
115940,0.6607306
115941,0.79492396
115942,0.18671733
115943,0.12373981
115944,0.9378513
115945,0.07579985
115946,0.30436528
115947,0.36873198
115948,0.9209673
115949,0.3858248
115950,0.33411375
115951,0.52497107
115952,0.6177859
115953,0.83875394
115954,0.73952484
115955,0.8002273
115956,0.8002273
115957,0.74118185
115958,0.11579701
115959,0.6443602
115960,0.9553988
115961,0.8007693
115962,0.34959847
115963,0.8002273
115964,0.66282874
115965,0.43760622
115966,0.35597974
115967,0.87469685
115968,0.43193054
115969,0.30528724
115970,0.85888743
115971,0.6025752
115972,0.8393955
115973,0.20782378
115974,0.77157724
115975,0.8002273
115976,0.5372894
115977,0.015113741
115978,0.73582584
115979,0.20857018
115980,0.11782014
115981,0.815681
115982,0.18997806
115983,0.2712854
115984,0.11815655
115985,0.4901445
115986,0.86546516
115987,0.7074001
115988,0.8157792
115989,0.07798234
115990,0.26115036
115991,0.75954604
115992,0.7066244
115993,0.6552154
115994,0.48839533
115995,0.5010753
115996,0.118965626
115997,0.5217783
115998,0.2850956
115999,0.82258695
116000,0.76596546
116001,0.18864822
116002,0.8068627
116003,0.73588085
116004,0.08224389
116005,0.001336664
116006,0.8002273
116007,0.045279175
116008,0.90899456
116009,0.78720117
116010,0.22837555
116011,0.7832663
116012,0.7915162
116013,0.27960163
116014,-0.022402078
116015,0.010093778
116016,0.8002273
116017,0.31961787
116018,0.08524695
116019,0.8002273
116020,0.41405657
116021,0.29608375
116022,0.7775165
116023,0.8002273
116024,0.74899983
116025,0.8002273
116026,0.5613938
116027,0.91066307
116028,0.8501102
116029,0.8002273
116030,0.7114831
116031,0.055596203
116032,0.25552523
116033,0.1984112
116034,0.66235924
116035,0.066887826
116036,0.3429742
116037,0.024072737
116038,0.061947554
116039,-0.0016011298
116040,0.82772297
116041,0.8002273
116042,0.7792659
116043,0.72330964
116044,0.05912569
116045,0.13455802
116046,0.35584077
116047,0.11396834
116048,0.8002273
116049,0.17393813
116050,0.8002273
116051,0.096351415
116052,0.8002273
116053,0.7681734
116054,0.23237905
116055,0.05207339
116056,0.8002273
116057,0.76112103
116058,0.4350236
116059,0.73710334
116060,0.823195
116061,0.22967672
116062,0.26592258
116063,0.34434468
116064,0.19188312
116065,0.8240657
116066,0.8002273
116067,0.28381053
116068,0.120319694
116069,0.106745094
116070,0.87744766
116071,0.5228499
116072,0.48242033
116073,0.4347258
116074,0.24462608
184115,0.23254004
184116,0.5241277
184117,0.24410987
184118,0.8742058
184119,0.044970214
184120,0.019839793
184121,0.17949334
184122,0.86070013
184123,0.30483943
184124,0.7368165
184125,0.0032704175
184126,0.0055401325
184127,0.07337558
184128,0.28297052
184129,0.04145801
184130,0.013090581
184131,0.1825203
184132,0.5110847
184133,0.7114122
184134,0.9599321
184135,0.30316108
184136,0.09067395
184137,0.4053687
184138,0.9334341
184139,0.33005464
184140,0.21990937
184141,0.14207426
184142,0.89352614
184143,0.8252208
184144,0.8301773
184145,0.842134
184146,0.7908305
184147,0.73822737
184148,0.27267164
184149,0.65595794
184150,0.8216921
184151,0.7542773
184152,0.33505386
184153,0.8002273
184154,0.5205292
184155,0.91228676
184156,0.30434564
184157,0.8002273
184158,0.44600362
184159,0.32297954
184160,0.93097746
184161,0.35853115
184162,0.78339297
184163,0.86961424
184164,0.8162714
184165,0.8002273
184166,0.64548683
184167,0.5060971
184168,0.2703535
184169,0.5204533
184170,0.48818296
184171,0.8002273
184172,0.08829704
184173,0.31514573
184174,0.17302617
184175,0.1726869
184176,0.001221627
184177,0.7550467
184178,0.9577192
184179,0.26032916
184180,0.24060096
184181,0.8545913
184182,0.75735176
184183,0.7717371
184184,-0.024252415
184185,0.68834674
184186,0.08775687
184187,0.6409361
184188,0.049011856
184189,0.79036593
184190,0.7971604
184191,0.03839895
184192,0.17344344
184193,0.13208854
184194,0.074510455
184195,0.14211553
184196,0.7866571
184197,0.42042968
184198,0.6025488
184199,0.8171537
184200,0.28926325
184201,0.63231313
184202,0.22518134
184203,0.22931942
184204,-0.05008921
184205,0.027012378
184206,0.8002273
184207,0.48657256
184208,0.60309124
184209,0.42501625
184210,0.35916483
184211,0.83893454
184212,0.77885187
184213,0.8002273
184214,0.27869087
184215,0.6403502
184216,0.6017486
184217,0.61056376
184218,0.77893776
184219,0.07577723
184220,0.74392307
184221,0.065776974
184222,0.21883824
184223,0.17432639
184224,0.17778358
184225,0.88345796
184226,0.75432646
184227,0.32703385
184228,0.052376658
184229,0.8488178
184230,0.83342516
184231,0.13268915
184232,0.6456442
184233,0.56953466
184234,0.061308116
184235,0.30157346
184236,0.7250843
184237,0.6510284
184238,0.8002273
184239,0.17309803
184240,0.45926595
184241,0.8002273
184242,0.8441906
184243,0.5196407
184244,0.033813804
184245,0.81649005
184246,0.23867163
184247,0.74465
184248,0.3996688
184249,0.3475238
184250,0.03303477
184251,0.38982043
184252,0.4828613
184253,0.5719738
184254,0.005364746
184255,0.5002732
184256,0.834828
184257,0.5262735
184258,0.09989402
184259,0.69894266
184260,0.7270082
184261,0.1660662
184262,0.080071956
184263,0.42649496
184264,0.24466714
252305,0.29709852
252306,0.495176
252307,0.8768878
252308,0.75851333
252309,0.043441653
252310,0.11029631
252311,0.20307085
252312,0.8617573
252313,0.218764
252314,0.65938246
252315,0.51082164
252316,0.031100422
252317,0.26995853
252318,0.37068322
252319,0.2212713
252320,0.15473074
252321,0.19538805
252322,0.5757098
252323,0.68633777
252324,0.12918112
252325,0.065089315
252326,0.20115727
252327,0.21048456
252328,0.9192697
252329,0.53887206
252330,0.3599424
252331,0.10973966
252332,0.83688474
252333,0.309402
252334,0.65606165
252335,0.78748703
252336,0.7466057
252337,0.7530898
252338,0.3127331
252339,0.64182115
252340,0.86703444
252341,0.7830957
252342,0.40985566
252343,0.8002273
252344,0.58991796
252345,0.8144396
252346,0.40653682
252347,0.8002273
252348,0.2933546
252349,0.49230355
252350,0.9041191
252351,0.36713123
252352,0.6842642
252353,0.8683821
252354,0.39035958
252355,0.34779382
252356,0.7366655
252357,0.4517102
252358,0.2637573
252359,0.5145035
252360,0.41437358
252361,0.8494666
252362,0.0050016344
252363,0.786767
252364,0.19064751
252365,0.23189428
252366,0.8732178
252367,0.66384923
252368,0.93991745
252369,0.18255317
252370,0.4763859
252371,0.6433925
252372,0.7466302
252373,0.06663445
252374,0.76888335
252375,0.6524774
252376,0.45630062
252377,0.51388735
252378,0.3424446
252379,0.8133626
252380,0.8667792
252381,0.24177092
252382,0.041454643
252383,0.028122038
252384,0.8002273
252385,0.047507495
252386,0.6836127
252387,0.41384858
252388,0.20747638
252389,0.6460415
252390,0.61876833
252391,0.5677529
252392,0.2003851
252393,0.12438503
252394,-0.017445892
252395,0.18571204
252396,0.16497633
252397,0.48820856
252398,0.6308827
252399,0.4528543
252400,0.28231022
252401,0.8305267
252402,0.8002273
252403,0.8002273
252404,0.2669424
252405,0.49003816
252406,0.7958788
252407,0.8002273
252408,0.7254882
252409,0.21143305
252410,0.57039404
252411,0.043551266
252412,0.22855824
252413,0.11123964
252414,0.15185577
252415,0.8002273
252416,0.8002273
252417,0.32069886
252418,0.09406921
252419,0.2151291
252420,0.82987833
252421,0.9134189
252422,0.71456754
252423,0.59500504
252424,0.29959553
252425,0.03419283
252426,0.19517821
252427,0.41380692
252428,0.62305695
252429,0.21561888
252430,0.34435865
252431,0.77926254
252432,0.4453185
252433,0.8709046
252434,0.053907722
252435,0.82428867
252436,0.14455351
252437,0.7721485
252438,0.37858906
252439,0.7221916
252440,0.77685547
252441,0.8002273
252442,0.44596472
252443,0.47779647
252444,0.8171902
252445,0.5929259
252446,0.8002273
252447,0.50861996
252448,0.30613607
252449,0.82639503
252450,0.112443775
252451,0.16935366
252452,0.03224948
252453,0.66556036
252454,0.24978349
320494,0.29319713
320495,0.07741648
320496,0.8523189
320497,0.23227933
320498,0.79011524
320499,0.8631269
320500,0.87508273
320501,0.862339
320502,0.8462894
320503,0.21278784
320504,0.7428818
320505,0.7076113
320506,0.22193897
320507,0.8002273
320508,0.78866374
320509,0.8002273
320510,0.06530568
320511,0.06924793
320512,0.26484546
320513,0.13904384
320514,0.1553824
320515,0.35556045
320516,0.53642476
320517,0.32396165
320518,0.41087598
320519,0.44432378
320520,0.20233712
320521,0.2009142
320522,0.8073356
320523,0.5008284
320524,0.30126846
320525,-0.0018701851
320526,0.2113353
320527,0.74440944
320528,0.19150275
320529,0.08486226
320530,0.76345086
320531,0.19148058
320532,0.1615105
320533,0.39840692
320534,0.73329735
320535,0.15450567
320536,0.73142576
320537,0.43004388
320538,0.5867467
320539,0.12244201
320540,0.85832644
320541,0.27894914
320542,0.06472424
320543,0.54084516
320544,0.46205863
320545,0.5560206
320546,0.8190397
320547,0.8295865
320548,0.061228603
320549,0.16056103
320550,0.4158264
320551,0.44884992
320552,0.016678661
320553,0.46444717
320554,0.83216214
320555,0.4101251
320556,-0.00041869283
320557,0.16669452
320558,0.75312066
320559,0.17181107
320560,0.47948855
320561,0.62740874
320562,0.32699633
320563,0.77564204
320564,0.9540177
320565,0.277287
320566,-0.021656722
320567,0.6983484
320568,0.8002273
320569,0.08188403
320570,0.22791806
320571,0.8557937
320572,0.7372423
320573,0.7994343
320574,0.7349099
320575,0.8002273
320576,0.79999083
320577,0.881497
320578,0.8002273
320579,0.5872702
320580,0.6399875
320581,0.8374603
320582,0.027689964
320583,0.8002273
320584,0.05094585
320585,0.8002273
320586,0.5882312
320587,0.4023091
320588,0.8326038
320589,0.26796034
320590,0.2982163
320591,0.30722243
320592,0.8002273
320593,0.8862138
320594,0.09240475
320595,0.81670046
320596,0.41535905
320597,0.618853
320598,0.82704175
320599,0.012981325
320600,0.4957923
320601,0.5677355
320602,0.16285822
320603,0.7132673
320604,0.5935201
320605,0.2595118
320606,0.25879753
320607,0.323338
320608,0.30987215
320609,0.26815924
320610,0.8002273
320611,0.56299865
320612,0.9191122
320613,0.40126765
320614,0.79486024
320615,0.52733755
320616,0.224417
320617,0.81515765
320618,0.7407811
320619,0.35853115
320620,0.8109824
320621,0.30603087
320622,0.56424594
320623,0.74166167
320624,0.33313382
320625,0.77620655
320626,0.24809366
320627,0.60402
320628,0.2217128
320629,0.852731
320630,0.5234666
320631,0.57455015
320632,0.19792002
320633,0.3057145
320634,0.8002273
320635,0.3194875
320636,0.80995953
320637,0.84885144
320638,0.30377036
320639,0.59181046
320640,0.13717952
320641,0.35021377
320642,0.6541703
320643,0.54084516
388682,0.27583107
388683,0.08801821
388684,0.8002273
388685,0.104447216
388686,0.48151907
388687,0.26869178
388688,0.85496974
388689,0.8368901
388690,0.81592417
388691,0.5776912
388692,0.28200486
388693,0.086465865
388694,0.3689388
388695,0.7176002
388696,0.7948824
388697,0.81507945
388698,0.055980653
388699,0.76431775
388700,0.25494772
388701,0.07664326
388702,0.14176682
388703,0.33292022
388704,0.4080993
388705,0.32373002
388706,0.6658279
388707,0.43925732
388708,0.17429608
388709,0.19756022
388710,0.5715269
388711,0.7634127
388712,0.30696765
388713,-0.0078852475
388714,-0.011131793
388715,0.38979125
388716,0.151007
388717,0.2274634
388718,0.774807
388719,0.4097234
388720,0.16500404
388721,0.4327893
388722,0.61864203
388723,0.2597997
388724,0.8002273
388725,0.41977695
388726,0.3971408
388727,0.4757995
388728,0.95566684
388729,0.19215521
388730,0.07368708
388731,0.54084516
388732,0.43431592
388733,0.86663294
388734,0.7578981
388735,0.7651647
388736,0.041520447
388737,0.18610817
388738,0.34166855
388739,0.8002273
388740,-0.07121715
388741,0.7777162
388742,0.90833986
388743,0.37780106
388744,0.7667036
388745,0.0069887936
388746,0.22463259
388747,0.15288198
388748,0.44380677
388749,0.78800833
388750,0.029912978
388751,0.24791208
388752,0.95707655
388753,0.85151625
388754,-0.040539116
388755,0.7696701
388756,0.84271693
388757,0.072433054
388758,0.12068018
388759,0.9399357
388760,0.7685772
388761,0.8002273
388762,0.61808413
388763,0.8002273
388764,0.8005661
388765,0.5554499
388766,0.7812505
388767,0.6635238
388768,0.64054185
388769,0.7606685
388770,0.082389444
388771,0.78560555
388772,0.12171611
388773,0.41092443
388774,0.33396506
388775,0.2729113
388776,0.8002273
388777,0.2691719
388778,0.38359803
388779,0.29262057
388780,0.8002273
388781,0.9156354
388782,0.17476287
388783,0.5923356
388784,0.42684636
388785,0.90618277
388786,0.87439907
388787,0.008359104
388788,0.46315897
388789,0.5419199
388790,0.6352105
388791,0.69609606
388792,0.24619403
388793,0.9394125
388794,0.35143605
388795,0.17275816
388796,0.31333518
388797,0.27715996
388798,0.3227105
388799,0.5346225
388800,0.81911814
388801,0.59232634
388802,0.85892355
388803,0.5635194
388804,0.2254706
388805,0.82812786
388806,0.74731594
388807,0.3663284
388808,0.7637939
388809,0.43812716
388810,0.3956337
388811,0.5134121
388812,0.32255182
388813,0.8521764
388814,0.21209401
388815,0.75327826
388816,0.51566094
388817,0.26155537
388818,0.278642
388819,0.54688555
388820,0.32407922
388821,0.41573167
388822,0.8002273
388823,0.3078058
388824,0.57100236
388825,0.8515726
388826,0.2746707
388827,0.32812783
388828,0.08496967
388829,0.05866298
388830,0.2785859
388831,0.54084516
456869,0.2411269
456870,0.30229115
456871,0.7962324
456872,0.16349968
456873,0.42308867
456874,0.25983796
456875,0.87254906
456876,0.13056257
456877,0.8714819
456878,0.12794402
456879,0.5606611
456880,0.06330773
456881,0.16106927
456882,0.6923675
456883,0.8002273
456884,0.12212238
456885,0.31070837
456886,0.7676334
456887,0.89574516
456888,0.041498393
456889,0.06777948
456890,0.394969
456891,0.5579434
456892,0.30433896
456893,0.480596
456894,0.009381354
456895,0.032772183
456896,0.76473105
456897,0.30670458
456898,0.12678486
456899,0.3129172
456900,0.012235463
456901,0.048240572
456902,0.7211964
456903,0.18214893
456904,0.37350506
456905,0.7882335
456906,0.784824
456907,0.18115696
456908,0.39930886
456909,0.065303534
456910,0.16425356
456911,0.7897663
456912,0.516171
456913,0.23152557
456914,0.06836712
456915,0.46407107
456916,0.7530643
456917,0.18954226
456918,0.78645694
456919,0.44803473
456920,0.5145934
456921,0.51980644
456922,0.14408377
456923,0.6439694
456924,0.8002273
456925,0.40261754
456926,0.42113012
456927,0.0029264688
456928,0.72049147
456929,0.8029165
456930,0.40826774
456931,0.5864942
456932,0.1912471
456933,-0.0038101375
456934,0.1339126
456935,0.47278506
456936,0.59490407
456937,0.8002273
456938,0.4482886
456939,0.7738551
456940,0.24920893
456941,-0.015984565
456942,-0.004225701
456943,0.8758954
456944,0.80710185
456945,0.23446488
456946,0.13436839
456947,0.37395716
456948,0.8002273
456949,0.08430174
456950,0.78961027
456951,0.8002273
456952,0.38844573
456953,0.5520744
456954,0.7386701
456955,0.64146626
456956,0.89454556
456957,0.5034789
456958,0.5492679
456959,0.0031091273
456960,0.18418065
456961,0.085454404
456962,0.46876997
456963,0.04704401
456964,0.040955573
456965,0.33979324
456966,0.46553165
456967,0.8104664
456968,0.87047887
456969,0.15166396
456970,0.777585
456971,0.48390478
456972,0.6523392
456973,0.26857919
456974,0.09361681
456975,0.5147012
456976,0.3001233
456977,0.5470226
456978,0.090577215
456979,0.394724
456980,0.7263572
456981,0.3141525
456982,0.2250098
456983,0.8578179
456984,0.75065565
456985,0.79225886
456986,0.8419987
456987,0.011859566
456988,0.758781
456989,0.88670886
456990,0.7297056
456991,0.8617464
456992,0.06082365
456993,0.7760675
456994,0.25267833
456995,0.3004893
456996,0.76003516
456997,0.53964055
456998,0.32014754
456999,0.40776506
457000,0.4890074
457001,0.38030612
457002,0.29191363
457003,0.34455764
457004,0.6197293
457005,0.8439914
457006,0.21437153
457007,0.33507475
457008,0.44220012
457009,0.57097614
457010,0.4149454
457011,0.47442776
457012,0.82963884
457013,0.19905627
457014,0.3029307
457015,0.17139718
457016,0.14652386
457017,0.741959
457018,0.23257327
525053,0.3045328
525054,0.2673639
525055,0.052663416
525056,0.84013975
525057,0.80975753
525058,0.2850052
525059,0.46483
525060,0.12692901
525061,0.8002273
525062,0.4551409
525063,0.5758804
525064,-0.022924095
525065,0.15578708
525066,0.6885736
525067,0.7005616
525068,0.110993326
525069,0.25553247
525070,0.7958705
525071,0.7084014
525072,0.28147286
525073,0.044089288
525074,0.041150063
525075,0.63546175
525076,0.27496457
525077,0.8002273
525078,0.85364187
525079,0.16663343
525080,0.8002273
525081,0.044818074
525082,0.8002273
525083,0.3015497
525084,-9.575486e-05
525085,-0.028210789
525086,0.73877347
525087,0.18123993
525088,0.29099143
525089,0.73813725
525090,0.8596971
525091,0.08357012
525092,0.8002273
525093,0.076453894
525094,0.23749173
525095,0.7858789
525096,0.324904
525097,0.40585226
525098,0.8105651
525099,0.26249483
525100,0.8002273
525101,0.16235337
525102,0.54247546
525103,0.42319757
525104,0.4489994
525105,0.76550525
525106,0.19453534
525107,0.65603024
525108,0.86380637
525109,0.65684533
525110,0.35664946
525111,-0.05139324
525112,0.3092594
525113,-0.044065982
525114,0.3835671
525115,-0.024068803
525116,0.16694787
525117,0.2852482
525118,0.2781335
525119,0.77754897
525120,0.23737743
525121,0.28640056
525122,0.44763818
525123,0.80704176
525124,0.33866376
525125,0.26246542
525126,0.008270651
525127,0.78949916
525128,0.7034825
525129,0.09396729
525130,0.2844836
525131,0.7802038
525132,0.5399471
525133,0.69588894
525134,0.78573334
525135,0.8002273
525136,0.278883
525137,0.6856456
525138,0.937189
525139,0.5548159
525140,0.8002273
525141,0.07244781
525142,0.8002273
525143,0.07522109
525144,0.47206777
525145,0.17037743
525146,0.3979353
525147,0.055080265
525148,0.16387329
525149,0.31465793
525150,0.20330477
525151,0.21907473
525152,0.83509696
525153,0.13710883
525154,0.3488427
525155,0.43708235
525156,0.17395714
525157,0.29120553
525158,0.021784514
525159,0.11811063
525160,0.45501104
525161,0.46896014
525162,0.06173989
525163,0.16618207
525164,0.098148406
525165,0.41579363
525166,0.18547195
525167,0.8002273
525168,0.8294703
525169,0.8002273
525170,0.89718795
525171,0.09277597
525172,-0.026620477
525173,0.58562416
525174,0.8002273
525175,0.88765097
525176,0.3186799
525177,0.77743125
525178,0.883185
525179,0.31279573
525180,0.00038853288
525181,0.48692513
525182,0.32996714
525183,0.37083086
525184,0.49734402
525185,0.3152331
525186,0.28848982
525187,0.12528235
525188,0.22274429
525189,0.85427034
525190,0.20750755
525191,0.38978156
525192,0.18317854
525193,0.925737
525194,0.41349545
525195,0.2940534
525196,0.057752848
525197,0.17130598
525198,0.49090055
525199,0.18086794
525200,0.29063874
525201,0.51131433
525202,0.3684827
593230,0.21407485
593231,0.6909355
593232,0.61142343
593233,0.7706307
593234,0.30972242
593235,0.28556317
593236,0.38309303
593237,0.74838686
593238,0.7898421
593239,0.8776028
593240,0.40922698
593241,0.5665482
593242,0.19567612
593243,0.08339408
593244,0.4796191
593245,0.18015635
593246,0.6975236
593247,0.82925606
593248,0.3063926
593249,0.7470311
593250,0.0735099
593251,0.06343955
593252,0.040210396
593253,0.507775
593254,0.8766397
593255,0.56218636
593256,0.75431
593257,0.8002273
593258,0.13220242
593259,0.83987665
593260,0.15332562
593261,0.3967461
593262,0.18371174
593263,0.26472345
593264,0.2369771
593265,0.7723442
593266,0.046640188
593267,0.853715
593268,0.08162269
593269,0.8002273
593270,0.30607763
593271,0.48816732
593272,0.59478897
593273,0.33471602
593274,0.15410313
593275,0.67989457
593276,0.6870959
593277,0.043933928
593278,0.8002273
593279,0.75766456
593280,0.24962366
593281,0.6861551
593282,0.6915398
593283,0.70599097
593284,0.24847266
593285,0.14499843
593286,0.31394154
593287,0.8064141
593288,0.534418
593289,0.94105124
593290,0.35727602
593291,0.44831368
593292,0.2464642
593293,0.068820864
593294,0.8002273
593295,0.8002273
593296,0.46165633
593297,0.13428625
593298,0.3820509
593299,0.3888554
593300,0.79673225
593301,0.1401341
593302,0.23786134
593303,0.7846854
593304,-0.01325354
593305,0.8991151
593306,0.06099567
593307,0.19934207
593308,0.0020474792
593309,0.5803851
593310,0.8555405
593311,0.3652203
593312,0.8002273
593313,0.36512572
593314,0.2623598
593315,0.891275
593316,0.7745447
593317,0.47904927
593318,0.65973175
593319,0.27997354
593320,0.045461446
593321,0.59469324
593322,0.28002363
593323,0.8002273
593324,0.64750123
593325,0.050885648
593326,0.8957201
593327,0.5051042
593328,0.23219633
593329,0.17617986
593330,0.8002273
593331,0.28974158
593332,0.5132892
593333,0.12275651
593334,0.106619984
593335,0.12836772
593336,0.08847472
593337,0.42378032
593338,0.32645053
593339,0.8002273
593340,0.18120286
593341,-0.03144893
593342,0.23943216
593343,0.23435998
593344,0.80837727
593345,0.7569411
593346,0.6056229
593347,0.13098931
593348,0.20391983
593349,-0.030098766
593350,0.5975193
593351,0.074065834
593352,0.46327627
593353,0.2845916
593354,0.29906648
593355,0.5863924
593356,0.47897437
593357,0.045012504
593358,0.8002273
593359,0.30692822
593360,0.25305387
593361,0.10243562
593362,0.33718973
593363,0.13059351
593364,0.33250904
593365,0.30936974
593366,0.6718862
593367,0.7630086
593368,0.10953441
593369,0.4872328
593370,0.88038826
593371,0.18683022
593372,0.83401334
593373,0.40655017
593374,0.18034899
593375,0.74570334
593376,0.069523394
593377,-0.0148076415
593378,0.33315134
593379,0.57591105
661373,0.23674107
661374,0.8002273
661375,0.6527827
661376,0.19210789
661377,0.3285555
661378,0.323899
661379,0.45334706
661380,0.7696613
661381,0.8002273
661382,0.16384634
661383,0.59873515
661384,0.62570685
661385,0.27074298
661386,0.044452637
661387,0.5531202
661388,0.1875085
661389,0.09424451
661390,0.7459936
661391,0.4055972
661392,0.13867173
661393,0.06682721
661394,0.07837346
661395,0.027811378
661396,0.82182705
661397,0.66467273
661398,0.7961039
661399,0.5615151
661400,0.8002273
661401,0.099188805
661402,0.8327925
661403,0.10195422
661404,0.32954654
661405,0.15834427
661406,0.19756404
661407,0.21216175
661408,0.28633663
661409,0.80666494
661410,0.8934027
661411,0.11364654
661412,0.8002273
661413,0.48291034
661414,0.54922307
661415,0.74632245
661416,0.39797133
661417,-0.01503402
661418,0.8002273
661419,0.75322187
661420,0.078499675
661421,0.828947
661422,0.54084516
661423,-0.007646829
661424,0.6648363
661425,0.60450554
661426,0.66328734
661427,0.23715076
661428,0.1615628
661429,0.7286247
661430,0.86082935
661431,0.7180715
661432,0.9354726
661433,0.4897526
661434,0.4651773
661435,0.27225047
661436,0.18413088
661437,0.5431576
661438,0.79813886
661439,0.7384995
661440,0.15597129
661441,0.056200415
661442,0.9042895
661443,0.036976963
661444,0.9100934
661445,0.25713345
661446,0.81405747
661447,0.07619521
661448,0.88782775
661449,0.055101722
661450,0.21582744
661451,-0.03324935
661452,0.4047709
661453,0.8253319
661454,0.31084958
661455,0.8002273
661456,0.9001931
661457,0.27243993
661458,0.8187295
661459,0.66343766
661460,0.48096126
661461,0.607265
661462,0.28630844
661463,0.07471737
661464,0.6397718
661465,0.1173861
661466,0.8498001
661467,0.6225967
661468,0.79585445
661469,0.8271221
661470,0.4556336
661471,0.30659372
661472,0.24282461
661473,0.8002273
661474,0.28080714
661475,0.16219833
661476,0.07963401
661477,0.16374752
661478,0.13472989
661479,0.13506702
661480,0.43023202
661481,0.46225563
661482,0.8002273
661483,0.74542135
661484,0.4556535
661485,0.29904577
661486,0.21249226
661487,0.7925273
661488,0.8002273
661489,0.46472788
661490,0.10918853
661491,0.23835406
661492,0.832042
661493,0.6335155
661494,0.15109321
661495,0.81140816
661496,0.2297165
661497,0.29321414
661498,0.5460394
661499,0.45792577
661500,0.0115528405
661501,0.83298165
661502,0.30544713
661503,0.26589212
661504,0.07993534
661505,0.30811623
661506,0.16185105
661507,0.3494024
661508,0.19363192
661509,0.7832539
661510,0.74642706
661511,0.11161849
661512,0.17984962
661513,0.8349912
661514,0.16549376
661515,0.8265088
661516,0.10323155
661517,0.14432514
661518,0.66252494
661519,0.090278655
661520,0.9088316
661521,0.27804908
661522,0.5391667
729443,0.13499844
729444,0.29768306
729445,0.6621538
729446,0.41966474
729447,0.34332877
729448,0.12510425
729449,0.77764344
729450,0.083177894
729451,0.75968254
729452,0.7504314
729453,0.8002273
729454,0.58617806
729455,0.5729345
729456,0.049576968
729457,0.54880065
729458,0.7529862
729459,0.8002273
729460,0.7700678
729461,0.5872611
729462,0.78894466
729463,0.058145225
729464,0.049978793
729465,0.31515065
729466,0.8002273
729467,0.7480563
729468,0.7507026
729469,0.8569164
729470,0.3945796
729471,0.20583141
729472,0.5951928
729473,0.12716445
729474,0.3299139
729475,0.21415839
729476,0.35870612
729477,0.20200539
729478,0.51539475
729479,0.6153707
729480,0.62960815
729481,0.61316085
729482,0.8002273
729483,0.7599727
729484,0.46300125
729485,0.31904438
729486,0.06621316
729487,0.7745427
729488,0.8002273
729489,0.46090174
729490,0.38829312
729491,0.746454
729492,0.5447869
729493,0.1917251
